customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
10329,83.43,76.16,70.41,60.33,103.51,0,39.8,4.12,32.52,23.75,9.16,286.78,13.61,55.02,10.64,72,97.75,19.96,0,3.4
1206,59.8,103.36,77.88,149.79,94.48,0,6.12,52.18,42.36,106.96,8.87,0,0,0,10.87,0,0,0,0,0
14251,41.61,80.85,50.45,32.28,89.21,0,0,36.55,5.03,13.1,35.97,1.66,86.69,7.22,9.7,0,105,7.39,0,0
15371,1.34,65.91,20.7,73.48,2.3,0,2.9,28.99,0,1.99,0,0,2.55,29.68,0.97,0,0,0,0,0
8456,118.86,50.86,12.76,34.64,24.94,0,9.46,11.37,5.98,14.2,35.09,0,17.85,2,8.99,0,0,13.05,0,4.08
4517,0,133.04,35.16,71.99,73.45,0,14.39,1.49,0.81,27.76,9.58,0,0,10.99,0,42,0,0,0,0
5320,19.65,38.03,4.88,17.57,14.2,0,7.45,3.29,3.65,11.21,25.52,734.83,356.06,0,2.1,254.5,0,10.19,0,0
4667,61.15,73.5,56.03,17.83,105.18,0,46.69,33.88,61.98,41.11,22.43,760.19,0,52.16,0,222,0,2.36,0,7.65
1378,112.71,57.67,105.22,98.61,63.52,0,3.52,5.09,18.6,27.45,135.1,0,0,5.65,0,0,0,7.89,0,2.53
6267,22.53,23.66,17.6,12.88,51.06,0,13.31,17.71,6.38,1.53,32.71,329.75,14.75,0,1.95,0,0,5.55,0,5.09
15622,103.54,50.85,15.8,70.73,10.09,0,12.75,26.41,17.83,0,183.71,0,8.5,0,0,0,0,5.34,0,0
3458,339.91,163.06,402.5,252.31,279.94,0,23.87,109.27,129.09,181.12,125.06,0,6.36,7.21,18.33,12,0,1.69,0,11.89
13218,105.54,83.21,99.08,44.09,64.74,0,0,4.82,7.65,7.56,171.82,0,6,29.07,0.89,0,0,1.27,0,22.42
8778,153.06,138.9,120.89,112.89,82.83,0,13.59,66.26,15.39,62.04,73.38,13.43,83.18,0.83,6.72,13,0,0,0,3.38
898,168.78,105.62,35.91,52.28,26.6,0,6.69,78.1,17.18,60.97,256.53,0,98.26,0,4.51,10,0,10.28,0,0
12675,21.12,52.81,15.16,31.02,9.68,0,0,18.99,1.26,14.02,0,0,0,1.19,0,0,0,0,1.89,0
1793,349.01,146.73,111.61,113.64,90.29,0,2.2,52.89,63.18,25.3,77.19,0,346.77,0,0,0,10,0,0,0
6680,59.05,122.88,86.75,46.81,145.04,0,1.1,50.92,127.66,49.84,183.32,128.68,427.48,17.58,0,0,0,92.7,0,7.64
10999,12.95,33.95,77.74,48.01,61.05,0,8.59,11.56,67.54,42.91,12.48,351.07,130.26,3.4,1.04,16,40,2.95,0,0.84
9295,18.5,63.07,34.53,96.83,18.38,0,101.47,24.56,8.95,33.8,37.04,5.8,24.21,9.33,23.79,2,0,1.69,0,0
14343,38.21,42.46,12.11,16.02,26.31,0,16.77,0,0,15.59,7.8,0,0,0,5.09,0,0,0,0,0
3152,37,2.42,260.85,80.73,104.98,0,5.68,234.24,22.99,145.74,88.68,0,162.73,0,0.89,0,0,0.84,0,3.4
6622,24.14,6.56,4.41,1.95,16.66,0,4.55,7.65,0.36,4.3,407.27,0,8.55,14.95,0,1,10,8.51,0,0
1764,10.98,21.83,27.86,32.44,21.27,0,11.7,30.26,13.04,12.51,24.96,0,112.32,0,4.01,1,0,5.78,0,3.4
5936,40.89,73.83,87.01,28.23,12.13,0,5.99,42.51,35.91,28.82,23.06,0,9.32,0,0.98,0,70,0.84,0,0
1712,155.63,131.15,122.01,137.74,2.16,0,13.63,96.09,5.73,146.07,83.16,0,69.87,0,12.99,129,0,11.57,0,0
10512,92.6,65.23,25.62,21.9,15.9,0,27.05,44.41,40.24,44.87,52.84,9.9,23.88,3.5,20.68,101.5,280,8.93,0,0.84
14834,66.82,35.77,44.77,39.63,47.6,0,7.84,6.93,0,25.23,32.6,0,0,0,8.44,0,0,43.03,1.69,0
12201,3.91,9.15,5.81,8.63,6.17,0,0,2.08,5.26,8.32,0.95,18.85,0,0,0,0,0,0,0,0
14240,69.65,28.51,107.35,67.49,40.76,0,0,0,19.61,40.63,19.35,0,0,51.75,0,0,0,0,0,4.65
11059,16.11,11.24,7.77,11.08,36.37,0,10.55,3.88,4.42,1.75,4.2,132.93,127.9,0.57,6.33,0,0,3.98,0,1.52
15335,52,113.18,43.57,52.73,13.77,0,0.7,4.89,0,52.04,0,0,0,11.44,0,0,0,0,0,0
6940,32.49,32.52,44.74,14.13,13.21,0,36.77,9.81,6.13,28.06,2.09,96.8,6.13,8.35,0,103,0,10.99,8.14,0
7478,34.63,52.86,23.67,24.17,33.41,0,0.7,70.35,4.56,6.27,6.31,0,11.04,0,7.2,0,0,0,0,1.69
7372,99.29,97.1,44.78,69.88,20.08,0,7.4,41.26,19.61,42.28,24.43,0,35.29,2.1,25.9,0,0,4.4,0,0
777,2.38,8.28,3.16,6.78,10.58,0,6.16,7.42,3.38,8.94,13.44,0,23.85,0,0,0,0,6.16,0,2.29
9164,80.22,153.68,62.02,84.9,104.44,0,48.55,18.46,21.97,19.47,17.52,0,1.95,0,1.59,8,0,10.13,0,0
1325,12.89,54.41,23.18,16.15,35.84,0,5.05,2.99,34.83,24.97,14.06,0,200.94,3.74,0,0,0,2.54,2.59,0
5920,67.35,62.57,95.74,27.7,32.76,0,8.1,85.12,97.7,111.95,66.62,245.97,77.98,0,30.32,2,0,0,0,0
2925,118.69,94.37,25.17,96.63,194.61,0,32.55,49.78,13.42,19.66,141.85,0,0,7.64,8.51,0,0,5.89,0,8.52
2664,30.26,41.38,14.81,26.81,23.96,0,2.75,42.07,5.39,33.34,16.27,0,0,0,0,0,0,0,0,0
11323,158.17,164.78,113.74,140.58,118.39,0,27.09,67.33,74.3,52.09,203.8,0,4.08,6.2,17.52,0,35,6.8,0,1.27
12473,76.11,50.94,39.68,49.94,24.31,0,0,8.13,2.46,11.01,103.59,0,11.64,25.48,0,0,0,0,0,0
7479,21.56,17.75,14.02,10.43,19.44,0,7.8,8.27,2.11,7.92,18.71,112.98,19.32,12.55,2.37,0,0,13.1,0,2.12
13723,77.08,121.78,75.57,95.56,92.53,0,0,3.05,33.49,67.32,0,3.51,81.69,0,40.1,2,0,1.69,0,3.04
5631,7.87,74.05,38.72,36.92,28.65,0,27.56,28.27,18.09,42.05,69.29,599.65,10.94,0,27.17,53,155,0,0,0
6180,32.74,52.03,29.41,12.33,7.65,0,3.12,8.32,14.98,17.5,17.53,208,244.24,0,7.2,0,10,1.61,0,0
6967,35.69,50.78,13.48,74.57,62.22,0,10.64,8.94,1.73,15.1,17.82,0,134.81,1.22,9.74,0,0,0,0,11.92
14427,45.66,62.33,160.98,122.66,213.8,0,5.53,0,31.58,38.58,19.93,0,0,0,4.15,0,0,5.46,0,1.9
12264,25.72,28.28,23.81,56.59,76.77,0,0,26.38,19.89,125.46,22.26,0,0,0,0,0,0,0,0,0
5455,75.99,49.52,29.12,46.09,43.59,0,4.1,44.84,13.17,18.89,33.18,78.05,65.9,0,6.73,0,0,5.56,0,0
4895,66.67,108.61,79.14,88.83,120.26,0,6.33,20.43,18.09,23.52,141.12,235.18,0,29.65,1.98,18.5,0,1.99,0,0
3780,40.06,19.55,23.2,106.96,107.48,0,23.73,7.27,5.18,120.23,2.89,213.49,0,9.7,2.76,0,20,18.78,0,0.84
10431,55.83,43.5,41.1,45.77,76.59,0,33.58,5.66,2.55,4.76,47.31,0,0,19.92,9.47,0,0,2.51,0,0
13972,84.48,91.97,30.78,27.45,16.99,0,0,39.26,4.24,10.24,16.42,0,0,0,25.86,0,0,1.79,0,5.1
5215,22.04,24.22,15.84,5.78,10.36,0,9.29,7.28,5.95,0.59,9.36,305.62,646.96,0,3.73,2,10,0,0,0
320,33.94,56.88,35.54,18.77,24.64,0,13.75,23.33,31.49,14.76,67.33,0,15.4,0.09,10.41,0,0,3.4,0,0.84
385,123.4,106.36,71.95,121.21,37.53,0,1.91,36.71,5.27,170.01,23.05,0,89.61,19.18,14.65,0,0,0,0,3.57
3817,66.47,27.42,99.29,64.95,278.4,0,2.14,20.79,47.67,35.48,36.59,573.35,0,15.43,1.68,39,60,25.74,0,5.91
4109,102.38,86.55,78.87,112,188.2,0,18.6,32.67,13.76,44.82,57.43,25.37,0,6.47,15.21,0,132,6.4,0,5.95
5340,15.89,69.14,100.42,27.72,19.48,0,55.04,7.62,29.88,9.13,15.26,229.22,14.3,0,17.52,0,10,2.53,0,0
15339,19.98,44.16,48.69,17.14,22.11,0,2.5,26.64,0,2.71,27.71,0,35.16,24.71,10.63,0,0,0,0,0
13109,177.44,72.75,232.3,98.37,232.14,0,0,32.54,10.02,65.99,67.18,0,0,0.91,16.83,0,0,12.75,0,0
2182,50.61,8.09,18.46,65.89,13.1,0,2.45,24.65,13.62,11.82,41.6,0,3.23,0,0,0,0,0,1.88,0
4593,49.06,87.19,55.94,54.48,151.5,0,35.24,31.27,35.25,14.19,67.75,786.27,0,2.6,8.61,0,40,32.89,61.43,4.26
14506,5.51,42.17,34.35,21.94,2.2,0,88.15,0,1.32,3.44,0,0,0,0,0,0,0,3.04,0,0
7903,118,58.42,67.66,42.98,114.21,0,15.72,32.63,12.06,61.35,43.45,0,0,46.49,2.38,0,0,34,0,0
349,41.49,54.26,9.96,61.44,38.33,0,15.2,96.43,13.45,13.34,153.82,0,0,31.98,0,0,0,0,0,10.24
9853,14.11,61.75,11.2,1.74,12.61,0,60.39,32.21,7.22,21.6,8,2.18,4.26,17.7,37.41,106,59,2.3,0,0
8333,31.7,188.37,37.75,163.64,134.87,0,2.27,30.12,16.59,85.52,1.79,0,0,1.59,70.18,0,0,5.09,0,0
4378,110.8,27.84,19.35,29.17,73.94,0,1.1,20.55,15.81,28.57,12.45,2.18,129.52,18.01,1.48,0,60,1.15,0,0
16203,27.18,47.42,39.4,21.45,66.34,0,16.58,52.16,81.93,13.7,0,166.09,44.63,0,2.32,88.5,"1,751.90",0,0,0
3568,27.89,139.53,59.67,48.46,106.73,0,0.6,61.17,16.17,18.25,47.46,0,44.62,0,12.38,0,0,0,0,0
858,90.29,170.91,18.2,61.14,60.81,0,12.59,13.09,2.71,43.11,39.02,0,33.13,0.83,0,0,0,0,19.84,0
4725,76.63,88.16,81.96,85.36,70.8,0,18.24,45.74,64.86,25.8,27.18,28.34,0,7.28,2.97,15,50,3.18,6.79,0
5540,64.57,68.27,19.51,18.81,17.57,0,1.4,3.51,11.33,13.95,84.14,53.01,85.79,0,14.8,0,5,0.84,0,2.96
1759,149.71,139.33,65.64,80.39,65.32,0,158.33,43.15,10.88,56.71,53.55,0,0,18.63,3.17,64,0,10.31,0,0
13468,41.04,27.28,21.2,12.83,8.21,0,0,23.69,5.05,2.99,49.3,0,0,2.18,9.33,0,0,0,0,4.65
13034,95.87,32.46,93.57,15.72,10.55,0,0,20.47,4.72,4.92,23.98,138.77,23.61,72.84,6.4,0,0,7.06,0,4.24
14144,29.42,41.17,13.11,26.91,80.74,0,0,37.7,39.56,21.05,20.83,68.94,194.24,10.79,2.97,10,0,4.24,0,0
11640,34.98,57.36,15.59,34.01,70.53,0,2.1,30.61,2.63,14.4,50.68,461.9,387.05,28.82,3.39,31,120,3.18,0,1.66
11291,88.68,128.19,27.74,55.19,20.26,0,18.09,17.61,59.52,18.18,14.5,65.32,303.58,25.04,3.96,9,20,0.84,0,0.67
12137,16.23,29.67,30.25,17.91,44.86,0,0,3.57,5.95,7.92,17.47,61.03,2.97,0,28.61,0,0,0,0,0
6270,107.84,120.38,126.72,98.24,101.85,0,88.8,37.12,31.84,63.53,17.03,537.67,5.06,0,0,46,2,0,0,0
15717,117.53,74,51.21,128.57,16.65,0,5.96,27.32,0.12,0,71.03,740.67,389.47,44.22,0,0,0,4.58,0,0
5802,36.51,22.19,101.65,9.6,2.76,0,10.85,7.51,15.76,16.53,6,39,24.63,0,11.33,0,397,5.67,0,0
1938,86.61,75.66,63.14,89.3,63.53,0,11.09,90.38,36.53,119.23,128.06,0,4.63,0,4.84,0,25,0,0,8.81
6778,48.74,39.46,33.91,47.03,101.47,0,0.6,8,8.21,8.01,31.45,0,0,11.92,0,0,0,0,2.67,0
10594,167.52,162.09,107.39,86.73,27.4,0,31.04,57.5,22.33,46.34,68.03,0,23.31,12.15,20.99,0,0,2.47,0,0
4757,82.21,162.78,46.03,21.16,20.92,0,1.4,40.9,18.95,0,6.07,4.66,21.84,14.19,0,0,0,2.71,0,0
8548,394.99,270.25,146.11,199.45,432.51,0,93.64,246.06,74.7,75,395.44,7.23,85.86,6.81,10.81,0,0,77.25,0,8.05
11080,74.65,79.33,71.03,52.68,48.1,0,9.14,34.21,17.44,28.38,64.33,31.2,12.32,3.64,5.42,0,0,5.94,0.5,10.02
5169,52.01,93.35,44.31,26.69,22.34,0,34.97,18.21,3.03,20.88,28.01,883.1,8.82,0,0.79,8,0,3.21,0,0
187,54.45,72.5,34.42,53.96,73.63,0,2.54,50.02,22.45,43,66.16,0,11.84,0,0.99,0,0,4.54,0,0
8994,6.95,139.44,50.45,41.9,51.2,0,18.64,10.63,22.24,44.68,3.78,0,12.76,7.76,3.66,8,0,2.97,0,0
7773,66.46,58.56,76.9,36.63,46.29,0,0.9,86.04,14.18,49.41,18.52,0,0,0,30.34,0,0,0,0,0
16140,29.36,20.99,51,11.82,15.15,0,9.29,6.53,5.26,21.29,0,219.19,0,1.1,14.77,67,100,0.67,0,1.52
10814,92.13,69.82,55.9,97.31,60.68,0,111.3,18.4,28.74,69.48,110.15,305.54,143.06,72.19,3.67,11,30,1.13,70.22,0
14575,14.17,4.14,4.26,4.78,2.49,0,0.75,0,1.1,3,18.06,0,0,8.28,2.32,0,0,0,8.6,0
1999,110.76,70.49,144.86,87.23,163.86,0,15.69,3.58,29.19,69.5,48.86,0,146.41,38.24,18.74,0,0,11.44,0,1.51
16117,114.18,160.02,113.29,244.66,78.65,0,72.1,3.21,141.26,243.86,0,0,0,42.28,92.18,12,5,1.01,0,5.08
8759,106.13,49.4,20.28,67.64,90.53,0,30.55,16.67,12.81,37.74,47.46,2.98,273.46,4.78,9.52,10,0,4.79,0,0
3168,30,34.24,8.89,14.47,14.46,0,1.99,10.3,3.23,8.66,32.8,0,8.48,0.85,0,0,0,7.26,8.91,0
7280,80.86,83.21,116.53,85.54,115.62,0,0.85,73.73,6.27,67.39,44.2,0,8.76,1.14,3.17,0,0,0,0,9.85
7359,16.22,31.39,79.45,28.67,54.91,0,13.2,31.2,39.93,27.22,41.95,71.53,44.04,27.07,23.27,0,5,0,0,0
6335,11.17,10.72,15.27,32.68,38.59,0,0.48,12.28,2.67,15.35,16.12,58.51,18.53,0,0,47,86,2.89,0,0
14885,2.63,2.19,3.35,1.46,2.03,0,2.5,1.28,0,1.58,7.09,0,45.43,1.8,0,0,0,2.71,1.7,17
7621,175.26,69.72,67.57,157.09,57.91,0,1.5,125.67,13.58,68.95,84,17.62,94.95,15.61,11.74,0,0,1.13,0,1.27
6791,46.69,53.17,32.82,31.15,8.74,0,3.46,17.07,3.78,10.82,42.99,0,0,1.7,0,0,0,0,0,0
4869,14.45,50.12,46.76,10.07,53.91,0,14,14.61,10.45,8.65,6.98,169.11,0,12.9,23.76,0,355,2.68,0,0
10554,56.77,65.92,88.05,77.7,60.48,0,8.35,29.27,4.57,76.74,96.06,116.49,3.31,8.15,40.09,0,0,1.99,0,0
236,85.73,62.21,73.88,13.08,25.93,0,5.78,38.93,42.61,38.88,14.28,0,10.2,13.73,0.78,0,166,3.9,0,0
1926,78.11,43.91,29.4,7.11,23.82,0,199.02,20.79,44.32,2.65,62.28,0,0,40.65,19.96,0,0,6.35,0,0
9655,92.05,106.98,110.53,56.28,36.16,0,2.75,39.4,37.76,80.37,51.59,196.25,13.16,2.78,22.19,54,369,0,0,0
16287,52.24,81.16,81.52,15.7,27.27,0,28.55,23.9,29.44,2.18,0,10.54,7.64,0.8,0,81,285,0,0,0
2162,1.89,45.71,103.4,30.64,33.82,0,0.42,117.65,12.92,17.61,7.3,0,45.03,0,13.87,0,0,0,0,0
1717,147.08,216.04,122.08,122.48,93.32,0,55.71,63.79,191.55,73.14,234.38,0,7.22,2.79,20.88,9,120,21.42,29.02,0
14880,119.28,60.33,44.19,75.8,21.17,0,8.13,67.29,0,42.5,100.84,0,0,12.51,8.13,8,5,11.68,21.51,0
5256,157.16,144.28,92.1,69.13,381.7,0,11.65,122.2,74.04,54.82,281.3,"1,233.83",3.6,0,15.32,2,140,9.1,0,2.56
11054,103.36,90.45,88.2,94.88,79.77,0,3.8,12.99,16.01,39.09,31.33,0,0,0,12.23,0,0,4.24,0,2.55
10862,117.19,47.87,34.67,23.67,25.92,0,2.36,38.42,6.42,7.19,32.56,0,20.14,0,3.43,1,10,10.99,24.28,0
182,13.56,44,48.66,70.87,16.46,0,88.34,5.43,1.01,7.13,4.58,0,19.55,16.87,10.1,2,0,2.25,0,0
9097,47.51,74.43,112.95,78.84,183.49,0,11.1,41.05,99.37,58.27,90.96,233.89,0.95,8.45,9.01,26.7,0,10.41,0,6.78
3046,0,4.82,26.33,25.14,73.86,0,4.47,24.88,11.37,3.28,10.56,0,14.61,1.46,4.76,-15,10,17.92,0,3.38
12792,92.61,77.9,1.91,49.96,68.25,0,0,72.84,0,10.09,21.94,63.9,0,3.78,20.71,1,0,8.48,0,1.69
521,35.63,136.36,48.45,30.41,19.87,0,25.07,2,12.02,15.6,1.29,0,0,0,15.05,0,155.5,3.59,0,0
2994,6.42,37.06,23.56,20.48,16.04,0,7.86,13.23,13.76,35.01,32.19,0,281.87,3.37,16.16,0,55,3.04,0,1.68
12323,86.04,78.95,25.27,41.88,64.6,0,0,0,3.34,32.59,66.61,197.36,0,15.75,4.1,49,0,0,0,0
11368,90.49,66.33,22,52.78,18.55,0,36.85,47.32,13.83,33.5,20.47,0,123.52,3.98,1.97,0,40,4.12,0,1.06
1357,150.34,139.12,52.84,188.03,247.94,0,0.4,25.99,36.31,95.93,148.35,0,0,0,3.66,0,0,11.13,0,33.37
10357,217.85,259.48,107.01,106.04,139.56,0,94.67,132.1,52.74,112.03,174.26,0,124.13,35.79,40.97,21,15,19.02,0,0
12103,57.57,53.06,30.85,61.52,65.54,0,0,10.78,26.33,82.82,40.01,97.15,73.59,63.74,1.58,43,20,0,4.13,0.84
11182,123.94,186.64,75.41,134.28,73.59,0,12.4,42.03,27.77,101.75,208.98,0,10.25,6.94,11.59,18,0,1.1,0,1.69
13038,15.59,27.37,18.59,20,12.91,0,0,2.54,6.43,19.94,23.28,0,3.4,0,0,0,0,0.84,0,4.26
14011,14.29,2.67,5.28,6.47,7.22,0,0,0.65,0,28.38,13.94,0,160.53,0.75,0,0,80,2.55,0,0
6299,135.17,130.67,75.08,250.48,119.46,0,10.88,68.53,240.59,68.28,91.66,3.84,8.83,0,0,0,78.94,11.13,0,6.08
10558,143.84,203.81,158.12,425.36,121.42,0,10.62,90.55,21.38,80.51,32.33,43.1,3.19,73.05,11.4,317,10.5,2.55,0,0
4176,82.08,44.99,61.87,49.22,31.84,0,7.52,26.39,24.83,23.84,5.99,18.44,0,2.2,0,0,0,4.63,12.99,0
8257,61.14,57.83,112.24,115.56,52.41,0,25.5,3.18,9.87,47.4,6.74,0,0,1.98,4.51,0,0,0,0,0
15838,34.77,40.85,32.3,14.01,1.65,0,90.48,14.76,3.06,0,9.18,54.09,6.8,0,13.08,100,110,0,0,0
5179,68.77,72.23,84.87,91.72,93.06,0,6.2,75.66,37.61,54,63.21,6.01,131.76,0,4.32,3,55,22.37,0,0
12452,73.14,77.82,38.9,127.26,16.44,0,0,82.26,0,57.77,143.06,0,0,0,34.88,64,0,0,0,0
9927,40.34,250.81,42.03,25.4,22.12,0,48.09,15.19,90.81,21.18,17.75,121.87,310.22,1.7,6.54,-1,151,5.09,0,0
8294,115.37,70.65,148.98,140.16,187.29,0,4.8,74.04,53.73,55.63,128.37,0,77.24,2.44,12.42,0,0,21.26,0,2.79
2892,84.45,39.71,73.71,1.33,50.34,0,0.15,105.66,108.92,6.32,41.1,0,4.82,81.55,0,19,15,5.06,0,0
328,52.05,63.85,71.9,70.86,66.59,0,14.8,67.47,18.64,32.87,60.59,0,0,0,0,0,0,0,0,0
11104,119.4,86.01,33,102.95,96.8,0,24.76,65.36,17.8,13.39,139.24,7.91,659.35,24.25,3.42,0,0,5.38,0,17.87
166,15.24,30.34,19.58,33.67,40.35,0,13.36,14.9,12.08,10.75,29.73,0,6.37,6.65,3.66,0,20,0,0,0
4045,40.27,115.4,188.31,174.56,175.29,0,2.59,26.9,106.8,173.53,44.51,16.32,0,0,2.91,0,0,0.84,0,1.69
10355,90.85,69.13,36.59,41.24,26.79,0,11.75,54.27,10.1,23.61,40.58,38.58,49.3,5.79,18.41,37.5,307,3.97,0,0
5453,29.39,61.44,111.46,12.66,26.59,0,28.94,27.18,4.54,47.5,52.74,5.75,115.53,0,0,0,0,7.18,0,0
7792,28.67,28.45,13.96,33.1,21.51,0,13.02,12.24,10.3,9.69,37.05,3.75,316.9,29.8,3.32,0,0,0,0,0
4338,56,17.15,58.65,66.51,57.36,0,3.7,2.19,0.33,28.62,25.55,104.49,0,16.32,11.52,0,0,3.82,26.35,8.5
8836,74.13,51.47,26.6,50.38,49.62,0,80.47,5.6,8.51,14.4,37.41,0,53.48,47.61,5.2,5.5,0,0,0,0
8909,88.13,144.03,103.41,79.8,154.46,0,8.28,93.23,2.7,10.09,27.19,145.56,12.75,1.68,6.18,3,0,0,0.5,3.4
6254,57.85,130.31,22.47,12.67,12.4,0,0.35,30.51,21.01,5.15,11.04,11.34,0.81,0,12.01,110,161,0,0,0
12829,21.74,29.21,21.12,35.61,55.16,0,0,6.4,0,0,15.94,76.92,116.85,0,5.46,0,0,0.84,0.3,0
646,17.68,40.81,30.37,21.08,18.22,0,6.77,19.15,7.89,17.35,5.49,0,0,0,7.29,0,54.56,0,0,4.07
7405,90.95,98.38,64.5,100.2,72.6,0,0.45,77.45,1.47,43.56,154.3,45.79,21.24,1.8,40.57,0,0,19.15,0,0
11355,106.21,107.9,46.44,133.9,107.67,0,14.21,58.73,1.88,99.43,60.51,25.46,76.86,5.38,20.09,0,10,4.46,0,3.9
2695,16.65,22.84,30.61,53.17,44.8,0,8.16,2.19,0.55,17.2,49.96,0,49.81,0,6.35,0,0,5.09,0,0
4451,31.63,71.8,20.99,45.64,26.41,0,0.8,5.17,6.01,24.11,24.83,83.32,0,0,5.69,0,12,1.27,0,0
1696,67.75,105.75,177.67,144.69,263.18,0,11.35,76.85,90.46,142.43,84.63,0,0,3.47,8.42,0,0,2.85,0,1.95
16144,112.98,114.59,14.32,165.07,31.93,0,3.85,8.78,5.69,2.93,0,0,78.27,0,0,0,0,1.01,0,0
13029,45.63,53.21,20.46,36.29,80.81,0,0,14.07,2.88,23.37,160.42,321.32,0,0,2.54,0,10,0,0,0
13165,151.7,96.97,96.31,159.18,60.87,0,0,61.17,39.16,15.68,176.23,0,0,8.2,3.37,13,10,1.1,0,3.81
3583,64.66,66.66,19.55,66.84,28.02,0,25.17,20.26,2.19,53.15,44.38,0,2.12,31.98,98.12,0,0,27.39,0,0
8181,34.16,21.66,19.91,16.47,51.12,0,2.75,10.76,9.66,27.11,4.74,88.34,37.26,2.76,0.79,0,0,0,0,0
13946,286.76,149.54,193.27,146.27,42.62,0,0,14.4,16.41,37.03,2.18,0,0,0,7.11,41,0,48.27,0,0
2883,154.36,54.4,37.05,89.01,171.94,0,21.02,26.12,14.3,43.93,69.77,0,172.93,0,2.48,2,0,2.71,0,1.61
9729,149.03,134.79,89.85,104.18,108.74,0,25.24,42.08,6.11,29.03,114.66,"1,228.03",20.79,2.8,19.36,26,265,0,0,0
3325,67.85,30.31,9.1,3.31,1.94,0,7.5,11.42,4.49,3.53,46.02,0,89.36,0,1.05,4,0,0,0,0
5956,98.94,70.15,74.13,97.64,53.77,0,8.53,45.58,40.59,14.53,69,3.14,24.81,0,12.6,0,20,0,0,1.95
10807,368.65,332.78,170.53,278.55,106.18,0,2.65,5.9,27.98,40.55,36.82,0,0,78.66,0.4,0,0,2.29,0.5,0
6409,0.17,9.26,6.17,3.57,8.96,0,2.3,1.25,13.99,1.45,3.38,37.74,89.35,0,0,8,0,0,0,2.03
3193,37.05,47.25,26.98,19.15,12.28,0,11,15.63,5.58,3.66,18.59,0,14.54,0,30.28,0,20,0,0,1.27
404,94.43,109.8,134.8,136.19,210.59,0,19.37,194.41,19.27,155.74,117.55,0,45.23,19.98,29.91,0,0,2.67,0,39.37
9054,30.77,104.81,63.22,25.24,39.52,0,8.73,101.14,51.36,98.54,20.13,30.48,36.96,4.67,3.29,1,0,4.25,0,0
5622,34.26,33.92,34.11,19.09,13.61,0,6.7,4.3,5.94,15.84,72.68,364.99,100.62,0,1.59,30,49,0.89,0,0
1923,113.67,129.55,95.44,124.09,57.23,0,12.88,157.4,30.33,95.05,55.92,0,89.47,177.97,10.94,0,100,0,0,0
942,71.9,52.26,64.93,92.42,128.67,0,3.8,39.21,46.09,37.15,46.43,0,0,0,1.14,0,0,11.93,0,8.92
4173,11.22,17.46,10.37,8.54,7.96,0,0.35,4.16,0.93,3.04,8.47,3.85,0,0,3.07,0,0,0,0,0
746,22.47,41.66,34.27,18.34,21.03,0,24.39,23.81,44.21,25.16,16.99,0,178.33,13.95,9.89,0,11,14.2,0,0
2898,32.04,50.13,71.72,65.26,25.94,0,0.35,22.99,6.7,7.2,72.46,0,2.7,0,3.14,0,15,0,0,5.08
7699,218.86,216.85,152.57,169.36,74.03,0,2.8,139.98,51.49,8.64,183.59,0,0,106.45,1.48,0,0,3.4,0,0
9904,68.99,68.2,80.38,120.87,72.32,0,0,32.68,33,81.93,128.58,0,10.39,15.35,2.38,0,0,11.91,0,0
16229,7.14,20.97,10.55,44.36,86.18,0,0.65,4.32,9.26,8.12,0,0,7.81,0,2.78,0,5,1.27,0,1.06
5965,68.89,33.31,43.37,93.63,74.58,0,6.2,8.12,2.28,36.42,90,14.21,2.97,0,2.38,0,0,11.54,0,16.53
10591,55.8,59.27,63.78,53.7,37.24,0,8.42,41.94,29.89,23.93,66.34,20.44,381.23,13.73,21.46,27,10,10.45,0,3.4
7331,97.27,89.56,112.3,83.64,53.21,0,15.97,140.2,12.74,76.66,138.93,0,0,63.18,18.24,0,0,12.77,0,0.67
6086,23.8,44.54,103.28,40.45,175.02,0,43.19,14.8,32.22,6,12.13,900.41,277.94,0,0.8,0,60,6.66,0,3.9
1716,81.1,33.23,23.85,52.06,27.08,0,12.85,36.42,9.61,5.87,105.27,0,3.65,3.31,11.26,3,0,3.66,0,0
5530,21.48,28.01,25.03,15.69,33.92,0,2.26,11.49,26.27,6.28,10.05,35.47,335.11,0,2.19,0,45,1.99,0,0
15344,3.92,22.48,14.75,5.18,33.99,0,4.69,8.7,0,0,0,264.42,3.99,0,0.89,8,27,15.6,1.14,6.35
15970,12.83,19.39,63.63,69.91,7.88,0,7.25,8.42,106.83,6.89,0,0,0,0,0,946,9,0,0,0
3545,44.3,9.95,17.34,16.09,2.66,0,2.44,19.66,8,1.95,12.13,0,0,3.99,0.99,0,0,1.02,0,0
6314,183.3,176.49,163.42,215.92,144.95,0,132.67,117.12,142.45,90.32,410.44,363.14,387.4,0,19.52,96,0,5.52,0,12.52
9382,73.56,190.12,56.69,196.25,298.23,0,75.33,39.76,2.2,108.07,218.72,231.94,683.35,43.12,0.02,7,0,0,0,5.93
191,26.5,53.9,75.06,24.49,27.18,0,0.66,50.29,27.05,47.86,65.49,0,46.71,0,0,0,0,0,0,0
